dc_id,sku_id,category,physical_stock,in_transit_stock,effective_stock,avg_daily_sales,sales_trend_7d,projected_daily_sales,hourly_sales,safety_stock,stock_to_sales_ratio,days_of_cover,day_of_week,is_weekend,hour_of_day,lead_time_hours,projected_48h_sales,expected_stock_at_48h,hours_until_shortage,will_shortage
DC-03,SKU-008,antiviral,41,2,43,16.33,1.037,16.94,0.706,8,2.538,2.54,1,0,14,12,33.89,9.11,48.0,0
DC-01,SKU-009,antiviral,175,6,181,46.99,1.095,51.46,2.1441,25,3.517,3.52,3,0,19,12,102.92,78.08,48.0,0
DC-01,SKU-008,antiviral,431,0,431,119.11,1.204,143.45,5.977,71,3.005,3.0,6,1,17,24,286.9,144.1,48.0,0
DC-04,SKU-011,cardiac,79,0,79,40.45,1.278,51.69,2.1536,25,1.528,1.53,3,0,12,12,103.37,-24.37,25.07,1
DC-04,SKU-011,cardiac,216,131,347,115.92,1.04,120.51,5.0211,60,2.88,2.88,0,0,23,24,241.01,105.99,48.0,0
DC-05,SKU-014,antibiotic,114,14,128,105.18,1.173,123.34,5.1391,61,1.038,1.04,1,0,15,36,246.68,-118.68,13.04,1
DC-03,SKU-001,cardiac,106,0,106,35.51,0.775,27.51,1.1462,13,3.853,3.85,4,0,13,24,55.02,50.98,48.0,0
DC-01,SKU-013,reefer,245,96,341,66.03,1.072,70.76,2.9485,35,4.819,4.82,3,0,16,6,141.53,199.47,48.0,0
DC-05,SKU-009,antiviral,192,8,200,82.37,1.281,105.49,4.3953,52,1.896,1.9,6,1,3,24,210.97,-10.97,33.67,1
DC-03,SKU-010,reefer,211,0,211,48.81,0.971,47.41,1.9754,23,4.45,4.45,5,1,13,18,94.82,116.18,48.0,0
DC-04,SKU-001,cardiac,118,47,165,71.82,1.033,74.18,3.0909,37,2.224,2.22,3,0,23,24,148.36,16.64,41.41,1
DC-02,SKU-003,antiviral,95,2,97,34.57,1.343,46.41,1.9338,23,2.09,2.09,5,1,23,18,92.82,4.18,38.27,1
DC-05,SKU-015,cardiac,113,21,134,99.54,1.068,106.34,4.4306,53,1.26,1.26,6,1,19,6,212.67,-78.67,18.28,1
DC-03,SKU-009,antiviral,229,90,319,112.17,1.178,132.18,5.5073,66,2.413,2.41,6,1,14,18,264.35,54.65,45.94,1
DC-03,SKU-007,antiviral,123,0,123,69.91,1.129,78.93,3.2886,39,1.558,1.56,4,0,10,6,157.85,-34.85,25.54,1
DC-05,SKU-006,antibiotic,52,15,67,63.62,0.869,55.27,2.303,27,1.212,1.21,5,1,18,18,110.54,-43.54,17.37,1
DC-04,SKU-001,cardiac,208,0,208,53.92,1.444,77.83,3.2431,38,2.672,2.67,6,1,17,36,155.67,52.33,48.0,0
DC-04,SKU-006,antibiotic,45,0,45,9.7,0.803,7.79,0.3245,3,5.778,5.78,0,0,19,24,15.58,29.42,48.0,0
DC-04,SKU-010,reefer,109,0,109,36.02,0.836,30.09,1.2539,15,3.622,3.62,5,1,9,36,60.19,48.81,48.0,0
DC-01,SKU-013,reefer,222,67,289,102.81,0.642,65.99,2.7496,32,4.379,4.38,4,0,3,18,131.98,157.02,48.0,0
DC-02,SKU-008,antiviral,141,83,224,67.15,0.715,48.03,2.0011,24,4.664,4.66,5,1,4,48,96.05,127.95,48.0,0
DC-03,SKU-007,antiviral,101,74,175,26.18,1.109,29.03,1.2094,14,6.029,6.03,3,0,8,6,58.05,116.95,48.0,0
DC-02,SKU-009,antiviral,100,105,205,102.52,1.105,113.3,4.7207,56,1.809,1.81,0,0,6,24,226.59,-21.59,31.56,1
DC-02,SKU-001,cardiac,137,10,147,53.15,0.727,38.63,1.6097,19,3.805,3.81,1,0,1,36,77.27,69.73,48.0,0
DC-04,SKU-008,antiviral,248,52,300,95.08,0.701,66.62,2.776,33,4.503,4.5,6,1,20,12,133.25,166.75,48.0,0
DC-04,SKU-006,antibiotic,12,0,12,5.1,0.714,3.64,0.1516,1,3.297,3.3,5,1,8,24,7.28,4.72,48.0,0
DC-01,SKU-015,cardiac,38,86,124,67.64,0.685,46.32,1.9299,23,2.677,2.68,6,1,19,18,92.64,31.36,48.0,0
DC-03,SKU-003,antiviral,61,0,61,54.61,0.776,42.38,1.7657,21,1.439,1.44,3,0,8,24,84.75,-23.75,22.65,1
DC-01,SKU-015,cardiac,0,3,3,25.91,1.407,36.47,1.5195,18,0.082,0.08,2,0,12,36,72.93,-69.93,0.0,1
DC-01,SKU-012,antiviral,109,22,131,26.64,0.766,20.4,0.8499,10,6.422,6.42,2,0,4,18,40.8,90.2,48.0,0
DC-03,SKU-009,antiviral,230,85,315,97.02,1.055,102.33,4.2636,51,3.078,3.08,4,0,1,12,204.65,110.35,48.0,0
DC-03,SKU-007,antiviral,57,0,57,18.19,1.218,22.16,0.9233,11,2.572,2.57,3,0,19,36,44.32,12.68,48.0,0
DC-05,SKU-003,antiviral,68,7,75,24.93,1.372,34.21,1.4254,17,2.192,2.19,2,0,1,36,68.42,6.58,40.69,1
DC-05,SKU-008,antiviral,272,0,272,60.82,1.345,81.83,3.4097,40,3.324,3.32,1,0,15,24,163.67,108.33,48.0,0
DC-01,SKU-005,reefer,69,23,92,52.15,1.415,73.79,3.0745,36,1.247,1.25,5,1,16,36,147.58,-55.58,18.21,1
DC-03,SKU-003,antiviral,22,0,22,6.64,1.265,8.4,0.3501,4,2.618,2.62,2,0,7,6,16.81,5.19,48.0,0
DC-01,SKU-004,reefer,112,17,129,29.58,1.353,40.03,1.668,20,3.222,3.22,5,1,14,12,80.06,48.94,48.0,1
DC-05,SKU-005,reefer,38,92,130,79.42,1.444,114.72,4.78,57,1.133,1.13,2,0,12,36,229.44,-99.44,15.27,1
DC-03,SKU-011,cardiac,0,43,43,68.57,0.7,47.99,1.9997,23,0.896,0.9,2,0,18,48,95.99,-52.99,10.0,1
DC-04,SKU-001,cardiac,0,2,2,7.92,1.266,10.02,0.4176,5,0.2,0.2,0,0,18,48,20.04,-18.04,0.0,1
DC-03,SKU-009,antiviral,405,61,466,101.22,1.484,150.17,6.257,75,3.103,3.1,2,0,14,18,300.33,165.67,48.0,0
DC-05,SKU-013,reefer,61,0,61,11.0,0.837,9.2,0.3835,4,6.628,6.63,0,0,23,12,18.41,42.59,48.0,0
DC-05,SKU-003,antiviral,44,49,93,29.48,1.257,37.07,1.5445,18,2.509,2.51,4,0,13,18,74.13,18.87,48.0,0
DC-05,SKU-014,antibiotic,261,413,674,95.97,0.631,60.57,2.5239,30,11.127,11.13,1,0,20,18,121.15,552.85,48.0,0
DC-04,SKU-005,reefer,289,49,338,73.08,0.703,51.41,2.142,25,6.575,6.57,4,0,22,18,102.82,235.18,48.0,0
DC-04,SKU-014,antibiotic,304,43,347,93.54,1.142,106.8,4.4501,53,3.249,3.25,4,0,18,18,213.6,133.4,48.0,0
DC-03,SKU-004,reefer,294,20,314,82.14,0.719,59.02,2.4592,29,5.32,5.32,1,0,22,48,118.04,195.96,48.0,0
DC-01,SKU-002,reefer,67,0,67,45.34,1.025,46.48,1.9367,23,1.441,1.44,2,0,9,48,92.96,-25.96,22.72,1
DC-01,SKU-003,antiviral,30,0,30,25.94,1.15,29.83,1.2428,14,1.006,1.01,5,1,16,12,59.65,-29.65,12.87,0
DC-04,SKU-001,cardiac,63,24,87,42.65,1.322,56.39,2.3497,28,1.543,1.54,2,0,21,36,112.79,-25.79,25.11,1
DC-05,SKU-001,cardiac,199,40,239,75.2,0.702,52.82,2.2009,26,4.525,4.52,2,0,13,48,105.64,133.36,48.0,0
DC-05,SKU-001,cardiac,0,43,43,48.62,1.257,61.1,2.546,30,0.704,0.7,4,0,11,24,122.21,-79.21,5.11,1
DC-02,SKU-007,antiviral,425,0,425,114.62,1.249,143.19,5.9663,71,2.968,2.97,3,0,17,12,286.38,138.62,48.0,0
DC-01,SKU-015,cardiac,265,51,316,80.53,0.683,55.01,2.292,27,5.745,5.74,0,0,0,18,110.02,205.98,48.0,0
DC-01,SKU-007,antiviral,190,28,218,51.28,1.181,60.59,2.5246,30,3.598,3.6,2,0,21,12,121.18,96.82,48.0,0
DC-03,SKU-004,reefer,229,109,338,77.63,1.267,98.35,4.0979,49,3.437,3.44,5,1,7,36,196.7,141.3,48.0,0
DC-04,SKU-003,antiviral,205,10,215,55.52,0.676,37.53,1.5636,18,5.729,5.73,0,0,22,36,75.05,139.95,48.0,0
DC-05,SKU-006,antibiotic,226,0,226,102.67,0.964,98.92,4.1216,49,2.285,2.28,0,0,20,36,197.84,28.16,42.94,1
DC-04,SKU-002,reefer,227,0,227,47.96,1.005,48.2,2.0084,24,4.709,4.71,2,0,15,6,96.4,130.6,48.0,0
DC-04,SKU-012,antiviral,266,0,266,83.54,0.937,78.29,3.262,39,3.398,3.4,4,0,6,12,156.58,109.42,48.0,0
DC-01,SKU-015,cardiac,94,0,94,21.07,0.623,13.13,0.5469,6,7.162,7.16,6,1,10,18,26.25,67.75,48.0,0
DC-05,SKU-008,antiviral,209,22,231,45.66,0.796,36.35,1.5145,18,6.355,6.36,3,0,16,12,72.7,158.3,48.0,0
DC-03,SKU-003,antiviral,98,0,98,115.79,0.946,109.51,4.563,54,0.895,0.89,2,0,14,18,219.03,-121.03,9.64,1
DC-02,SKU-013,reefer,90,21,111,46.34,0.937,43.43,1.8097,21,2.556,2.56,1,0,8,48,86.86,24.14,48.0,0
DC-04,SKU-001,cardiac,34,30,64,48.1,0.906,43.6,1.8167,21,1.468,1.47,5,1,20,36,87.2,-23.2,23.67,1
DC-02,SKU-002,reefer,90,0,90,33.34,0.775,25.85,1.0769,12,3.482,3.48,5,1,11,12,51.69,38.31,48.0,0
DC-04,SKU-003,antiviral,38,23,61,22.33,1.125,25.12,1.0466,12,2.429,2.43,1,0,7,18,50.24,10.76,46.82,1
DC-03,SKU-005,reefer,296,87,383,88.51,0.733,64.89,2.7038,32,5.902,5.9,5,1,18,12,129.78,253.22,48.0,0
DC-02,SKU-011,cardiac,65,22,87,44.35,1.013,44.91,1.8714,22,1.937,1.94,1,0,11,48,89.83,-2.83,34.73,1
DC-02,SKU-012,antiviral,155,22,177,59.56,1.377,82.02,3.4177,41,2.158,2.16,5,1,10,12,164.05,12.95,39.79,1
DC-03,SKU-011,cardiac,365,51,416,110.49,0.926,102.32,4.2633,51,4.066,4.07,6,1,14,24,204.64,211.36,48.0,0
DC-01,SKU-008,antiviral,304,184,488,102.91,0.995,102.42,4.2676,51,4.765,4.76,2,0,5,12,204.85,283.15,48.0,1
DC-05,SKU-015,cardiac,232,73,305,88.88,1.286,114.33,4.7638,57,2.668,2.67,3,0,1,18,228.66,76.34,48.0,0
DC-01,SKU-014,antibiotic,16,5,21,4.04,1.498,6.05,0.252,3,3.472,3.47,6,1,6,6,12.1,8.9,48.0,0
DC-05,SKU-001,cardiac,30,0,30,11.08,0.605,6.7,0.2793,3,4.476,4.48,6,1,8,24,13.4,16.6,48.0,0
DC-04,SKU-014,antibiotic,15,4,19,5.87,0.876,5.14,0.214,2,3.699,3.7,4,0,12,24,10.27,8.73,48.0,1
DC-03,SKU-011,cardiac,240,0,240,104.67,1.214,127.02,5.2925,63,1.889,1.89,1,0,12,24,254.04,-14.04,33.44,1
DC-02,SKU-007,antiviral,3,0,3,49.95,0.863,43.12,1.7968,21,0.07,0.07,6,1,21,18,86.24,-83.24,0.0,1
DC-01,SKU-001,cardiac,1,8,9,77.94,1.481,115.43,4.8096,57,0.078,0.08,0,0,22,18,230.86,-221.86,0.0,1
DC-02,SKU-004,reefer,327,16,343,76.1,0.665,50.58,2.1073,25,6.782,6.78,3,0,13,36,101.15,241.85,48.0,0
DC-04,SKU-013,reefer,89,153,242,110.26,1.249,137.68,5.7365,68,1.758,1.76,6,1,10,12,275.35,-33.35,30.33,1
DC-01,SKU-015,cardiac,50,18,68,25.12,1.305,32.77,1.3655,16,2.075,2.07,0,0,22,24,65.54,2.46,38.08,1
DC-05,SKU-012,antiviral,187,0,187,89.69,0.885,79.34,3.3058,39,2.357,2.36,2,0,1,18,158.68,28.32,44.77,1
DC-03,SKU-013,reefer,69,47,116,52.42,0.94,49.25,2.0522,24,2.355,2.36,0,0,22,18,98.5,17.5,44.83,1
DC-03,SKU-009,antiviral,280,230,510,85.35,0.604,51.55,2.1477,25,9.894,9.89,3,0,10,48,103.09,406.91,48.0,0
DC-01,SKU-005,reefer,74,5,79,58.62,1.171,68.64,2.8601,34,1.151,1.15,5,1,15,18,137.28,-58.28,15.73,1
DC-03,SKU-015,cardiac,33,6,39,15.98,1.171,18.72,0.7799,9,2.084,2.08,1,0,15,18,37.43,1.57,38.47,1
DC-01,SKU-004,reefer,246,0,246,82.3,1.147,94.4,3.9334,47,2.606,2.61,6,1,3,24,188.8,57.2,48.0,0
DC-04,SKU-012,antiviral,137,0,137,49.23,1.242,61.14,2.5474,30,2.241,2.24,2,0,12,6,122.28,14.72,42.0,1
DC-02,SKU-005,reefer,78,0,78,34.31,1.352,46.38,1.9326,23,1.682,1.68,4,0,5,18,92.77,-14.77,28.46,0
DC-04,SKU-014,antibiotic,188,0,188,51.4,1.044,53.64,2.2348,26,3.505,3.51,2,0,3,6,107.27,80.73,48.0,0
DC-01,SKU-004,reefer,0,0,0,56.23,0.841,47.26,1.9691,23,0.0,0.0,3,0,11,12,94.52,-94.52,0.0,0
DC-03,SKU-015,cardiac,386,33,419,97.44,0.708,69.0,2.8752,34,6.072,6.07,5,1,11,6,138.01,280.99,48.0,0
DC-04,SKU-013,reefer,162,0,162,116.98,1.362,159.37,6.6404,79,1.017,1.02,2,0,7,24,318.74,-156.74,12.5,1
DC-05,SKU-006,antibiotic,61,10,71,20.82,1.41,29.35,1.2229,14,2.419,2.42,3,0,22,24,58.7,12.3,46.61,1
DC-01,SKU-007,antiviral,258,249,507,94.87,1.492,141.56,5.8983,70,3.582,3.58,3,0,21,18,283.12,223.88,48.0,0
DC-04,SKU-007,antiviral,60,0,60,19.47,1.16,22.59,0.9414,11,2.656,2.66,4,0,7,24,45.19,14.81,48.0,0
DC-04,SKU-011,cardiac,154,9,163,33.41,0.911,30.42,1.2677,15,5.358,5.36,3,0,14,6,60.85,102.15,48.0,0
DC-02,SKU-001,cardiac,0,39,39,111.88,1.048,117.2,4.8835,58,0.333,0.33,1,0,20,48,234.41,-195.41,0.0,1
DC-02,SKU-014,antibiotic,95,0,95,66.95,0.99,66.25,2.7604,33,1.434,1.43,5,1,5,18,132.5,-37.5,22.46,1
DC-03,SKU-012,antiviral,322,0,322,101.71,1.483,150.84,6.285,75,2.135,2.13,5,1,8,12,301.68,20.32,39.3,1
DC-03,SKU-010,reefer,196,129,325,64.14,0.797,51.13,2.1304,25,6.356,6.36,6,1,22,12,102.26,222.74,48.0,1
DC-04,SKU-012,antiviral,300,13,313,95.73,1.417,135.66,5.6527,67,2.307,2.31,5,1,3,12,271.33,41.67,43.52,1
DC-01,SKU-011,cardiac,291,85,376,115.34,1.287,148.47,6.1862,74,2.533,2.53,4,0,9,24,296.94,79.06,48.0,0
DC-04,SKU-010,reefer,171,128,299,97.16,0.641,62.32,2.5967,31,4.798,4.8,5,1,4,12,124.64,174.36,48.0,0
DC-04,SKU-013,reefer,9,0,9,3.05,1.411,4.31,0.1795,2,2.09,2.09,6,1,1,48,8.61,0.39,39.01,0
DC-05,SKU-007,antiviral,133,32,165,46.49,0.953,44.32,1.8465,22,3.723,3.72,5,1,16,24,88.63,76.37,48.0,0
DC-04,SKU-005,reefer,122,0,122,44.95,1.191,53.54,2.2308,26,2.279,2.28,1,0,12,48,107.08,14.92,43.03,0
DC-03,SKU-011,cardiac,79,92,171,90.96,0.806,73.3,3.054,36,2.333,2.33,2,0,20,18,146.59,24.41,44.2,1
DC-03,SKU-013,reefer,157,79,236,44.31,1.405,62.24,2.5932,31,3.792,3.79,4,0,13,24,124.47,111.53,48.0,0
DC-02,SKU-004,reefer,97,0,97,26.92,0.83,22.34,0.9308,11,4.342,4.34,5,1,3,12,44.68,52.32,48.0,0
DC-01,SKU-003,antiviral,0,0,0,14.12,1.344,18.98,0.7908,9,0.0,0.0,3,0,1,24,37.96,-37.96,0.0,1
DC-04,SKU-003,antiviral,142,38,180,63.33,1.017,64.41,2.6836,32,2.795,2.79,4,0,21,18,128.81,51.19,48.0,0
DC-05,SKU-013,reefer,189,0,189,54.19,1.394,75.56,3.1483,37,2.501,2.5,3,0,11,12,151.12,37.88,48.0,0
DC-01,SKU-005,reefer,111,0,111,91.81,1.149,105.46,4.3942,52,1.053,1.05,2,0,14,36,210.92,-99.92,13.43,1
DC-05,SKU-006,antibiotic,80,0,80,72.1,1.195,86.16,3.5899,43,0.929,0.93,6,1,9,24,172.32,-92.32,10.31,1
DC-01,SKU-001,cardiac,397,0,397,114.41,0.638,73.01,3.0423,36,5.437,5.44,0,0,20,24,146.03,250.97,48.0,0
DC-01,SKU-003,antiviral,11,44,55,46.21,1.44,66.52,2.7716,33,0.827,0.83,6,1,5,36,133.04,-78.04,7.94,1
DC-05,SKU-014,antibiotic,150,0,150,43.32,0.628,27.19,1.1331,13,5.516,5.52,0,0,16,24,54.39,95.61,48.0,0
DC-01,SKU-001,cardiac,39,50,89,47.52,0.747,35.49,1.4785,17,2.508,2.51,1,0,16,6,70.97,18.03,48.0,0
DC-02,SKU-001,cardiac,426,73,499,116.52,0.994,115.81,4.8254,57,4.309,4.31,0,0,7,6,231.62,267.38,48.0,0
DC-03,SKU-006,antibiotic,16,41,57,16.86,1.465,24.71,1.0296,12,2.307,2.31,2,0,10,36,49.42,7.58,43.7,1
DC-04,SKU-012,antiviral,151,0,151,36.94,1.384,51.13,2.1304,25,2.953,2.95,6,1,2,36,102.26,48.74,48.0,0
DC-03,SKU-002,reefer,109,0,109,31.96,0.747,23.86,0.9941,11,4.569,4.57,3,0,20,18,47.72,61.28,48.0,0
DC-01,SKU-006,antibiotic,61,11,72,42.08,1.259,53.0,2.2084,26,1.358,1.36,0,0,18,24,106.0,-34.0,20.83,1
DC-04,SKU-001,cardiac,177,13,190,78.08,1.204,94.04,3.9182,47,2.02,2.02,2,0,21,24,188.08,1.92,36.5,1
DC-02,SKU-015,cardiac,136,0,136,53.55,1.482,79.37,3.3072,39,1.713,1.71,5,1,4,48,158.75,-22.75,29.33,1
DC-02,SKU-010,reefer,96,4,100,71.12,0.784,55.75,2.3231,27,1.794,1.79,2,0,9,18,111.51,-11.51,31.42,1
DC-02,SKU-012,antiviral,197,0,197,67.3,1.221,82.16,3.4235,41,2.398,2.4,6,1,5,6,164.33,32.67,45.57,1
DC-04,SKU-012,antiviral,50,46,96,56.59,0.683,38.64,1.6101,19,2.484,2.48,5,1,2,18,77.29,18.71,47.82,1
DC-01,SKU-001,cardiac,2,0,2,81.63,1.125,91.85,3.8271,45,0.022,0.02,3,0,0,12,183.7,-181.7,0.0,1
DC-05,SKU-015,cardiac,76,0,76,27.93,1.445,40.36,1.6819,20,1.883,1.88,5,1,3,24,80.73,-4.73,33.3,1
DC-04,SKU-001,cardiac,9,1,10,4.8,1.125,5.4,0.225,2,1.852,1.85,4,0,13,12,10.8,-0.8,35.56,1
DC-01,SKU-010,reefer,0,0,0,3.97,0.99,3.93,0.1639,1,0.0,0.0,2,0,20,36,7.87,-7.87,0.0,1
DC-04,SKU-013,reefer,343,11,354,62.99,0.995,62.65,2.6102,31,5.651,5.65,6,1,16,36,125.29,228.71,48.0,0
DC-04,SKU-015,cardiac,21,0,21,6.45,0.92,5.94,0.2474,2,3.536,3.54,2,0,15,36,11.88,9.12,48.0,0
DC-02,SKU-003,antiviral,0,0,0,28.2,1.137,32.07,1.3362,16,0.0,0.0,1,0,5,18,64.14,-64.14,0.0,1
DC-05,SKU-008,antiviral,116,28,144,26.43,1.155,30.53,1.2722,15,4.716,4.72,5,1,7,6,61.07,82.93,48.0,0
DC-01,SKU-013,reefer,94,62,156,71.38,1.084,77.41,3.2255,38,2.015,2.02,2,0,20,18,154.82,1.18,36.58,1
DC-03,SKU-012,antiviral,43,12,55,100.54,1.049,105.51,4.3963,52,0.521,0.52,6,1,17,36,211.02,-156.02,0.68,1
DC-03,SKU-010,reefer,8,11,19,5.56,0.871,4.85,0.2019,2,3.921,3.92,6,1,0,24,9.69,9.31,48.0,0
DC-02,SKU-009,antiviral,83,0,83,33.45,0.744,24.87,1.0362,12,3.337,3.34,4,0,16,12,49.74,33.26,48.0,0
DC-03,SKU-013,reefer,233,23,256,99.7,1.002,99.86,4.1607,49,2.564,2.56,4,0,19,36,199.71,56.29,48.0,0
DC-05,SKU-004,reefer,282,0,282,76.97,0.936,72.06,3.0023,36,3.914,3.91,0,0,16,12,144.11,137.89,48.0,0
DC-03,SKU-013,reefer,193,96,289,61.87,0.774,47.91,1.9964,23,6.032,6.03,2,0,21,12,95.83,193.17,48.0,0
DC-05,SKU-014,antibiotic,181,51,232,48.02,1.04,49.96,2.0818,24,4.643,4.64,4,0,1,18,99.93,132.07,48.0,0
DC-01,SKU-014,antibiotic,10,0,10,5.24,0.749,3.92,0.1635,1,2.548,2.55,3,0,1,18,7.85,2.15,48.0,0
DC-03,SKU-006,antibiotic,90,18,108,28.69,1.464,42.0,1.7498,20,2.572,2.57,6,1,0,18,83.99,24.01,48.0,0
DC-02,SKU-008,antiviral,0,67,67,85.15,0.755,64.25,2.677,32,1.043,1.04,6,1,12,24,128.5,-61.5,13.07,1
DC-05,SKU-013,reefer,136,5,141,54.37,1.482,80.6,3.3585,40,1.749,1.75,1,0,16,24,161.21,-20.21,30.07,1
DC-05,SKU-001,cardiac,12,4,16,5.12,1.313,6.73,0.2802,3,2.379,2.38,1,0,15,6,13.45,2.55,46.39,1
DC-01,SKU-013,reefer,134,32,166,99.1,1.359,134.68,5.6116,67,1.233,1.23,0,0,6,18,269.36,-103.36,17.64,1
DC-02,SKU-009,antiviral,236,197,433,106.26,1.02,108.35,4.5146,54,3.996,4.0,1,0,7,36,216.7,216.3,48.0,0
DC-01,SKU-008,antiviral,168,7,175,116.26,0.66,76.72,3.1968,38,2.281,2.28,1,0,12,36,153.45,21.55,42.86,1
DC-05,SKU-011,cardiac,21,7,28,8.01,1.002,8.03,0.3344,4,3.489,3.49,3,0,19,6,16.05,11.95,48.0,0
DC-03,SKU-014,antibiotic,59,0,59,28.47,1.196,34.03,1.418,17,1.734,1.73,3,0,1,24,68.07,-9.07,29.62,1
DC-01,SKU-004,reefer,329,54,383,92.68,1.125,104.3,4.3458,52,3.672,3.67,0,0,2,24,208.6,174.4,48.0,0
DC-05,SKU-011,cardiac,84,25,109,22.88,0.775,17.74,0.7392,8,6.144,6.14,0,0,15,24,35.48,73.52,48.0,0
DC-02,SKU-004,reefer,134,102,236,102.75,1.087,111.74,4.6559,55,2.112,2.11,2,0,7,24,223.48,12.52,38.88,1
DC-04,SKU-010,reefer,254,0,254,62.33,0.769,47.94,1.9974,23,5.299,5.3,1,0,17,18,95.87,158.13,48.0,0
DC-02,SKU-014,antibiotic,82,77,159,96.16,0.845,81.23,3.3846,40,1.957,1.96,0,0,12,36,162.46,-3.46,35.16,1
DC-05,SKU-011,cardiac,278,98,376,72.65,0.838,60.89,2.5372,30,6.175,6.17,3,0,22,48,121.79,254.21,48.0,0
DC-02,SKU-005,reefer,200,0,200,90.5,0.736,66.56,2.7735,33,3.005,3.0,4,0,20,36,133.13,66.87,48.0,0
DC-04,SKU-008,antiviral,27,18,45,103.4,1.305,134.98,5.6241,67,0.333,0.33,6,1,6,48,269.96,-224.96,0.0,1
DC-02,SKU-008,antiviral,116,155,271,32.13,1.119,35.96,1.4983,17,7.536,7.54,2,0,14,18,71.92,199.08,48.0,0
DC-03,SKU-004,reefer,366,1,367,107.33,1.364,146.43,6.1011,73,2.506,2.51,3,0,15,18,292.85,74.15,48.0,1
DC-02,SKU-001,cardiac,283,72,355,92.19,0.635,58.54,2.4393,29,6.064,6.06,4,0,9,18,117.09,237.91,48.0,0
DC-05,SKU-015,cardiac,367,0,367,88.76,1.209,107.27,4.4696,53,3.421,3.42,0,0,19,24,214.54,152.46,48.0,0
DC-03,SKU-014,antibiotic,80,25,105,46.46,1.157,53.74,2.2393,26,1.954,1.95,5,1,16,18,107.49,-2.49,35.28,1
DC-03,SKU-011,cardiac,585,9,594,100.44,0.926,93.03,3.8761,46,6.385,6.39,2,0,20,24,186.06,407.94,48.0,0
DC-03,SKU-015,cardiac,574,49,623,116.99,0.663,77.54,3.2309,38,8.034,8.03,3,0,21,18,155.08,467.92,48.0,0
DC-05,SKU-014,antibiotic,69,17,86,22.86,0.617,14.11,0.5879,7,6.095,6.1,2,0,14,36,28.22,57.78,48.0,0
DC-03,SKU-012,antiviral,172,0,172,60.15,0.962,57.85,2.4104,28,2.973,2.97,3,0,21,24,115.7,56.3,48.0,0
DC-03,SKU-006,antibiotic,65,0,65,85.21,0.66,56.23,2.3428,28,1.156,1.16,0,0,19,36,112.45,-47.45,15.79,1
DC-03,SKU-007,antiviral,60,106,166,61.68,1.479,91.2,3.8002,45,1.82,1.82,0,0,2,12,182.41,-16.41,31.84,1
DC-01,SKU-015,cardiac,348,88,436,73.56,1.157,85.11,3.5463,42,5.123,5.12,5,1,19,18,170.22,265.78,48.0,0
DC-04,SKU-001,cardiac,263,35,298,81.31,1.403,114.05,4.7522,57,2.613,2.61,1,0,1,18,228.11,69.89,48.0,0
DC-02,SKU-004,reefer,0,7,7,54.3,1.077,58.47,2.4364,29,0.12,0.12,3,0,23,12,116.95,-109.95,0.0,1
DC-05,SKU-014,antibiotic,2,0,2,5.4,1.344,7.26,0.3024,3,0.276,0.28,3,0,4,12,14.52,-12.52,0.0,1
DC-02,SKU-006,antibiotic,57,0,57,104.17,0.739,77.02,3.2093,38,0.74,0.74,1,0,22,24,154.05,-97.05,5.92,1
DC-05,SKU-006,antibiotic,252,313,565,94.33,0.873,82.37,3.4321,41,6.859,6.86,1,0,22,6,164.74,400.26,48.0,0
DC-01,SKU-006,antibiotic,206,105,311,87.83,1.117,98.09,4.087,49,3.171,3.17,6,1,9,18,196.18,114.82,48.0,0
DC-05,SKU-001,cardiac,233,78,311,92.52,1.446,133.82,5.576,66,2.324,2.32,3,0,11,24,267.65,43.35,43.94,1
DC-01,SKU-003,antiviral,190,41,231,96.57,0.711,68.65,2.8604,34,3.365,3.36,5,1,7,12,137.3,93.7,48.0,0
DC-05,SKU-006,antibiotic,404,0,404,69.42,1.121,77.85,3.2438,38,5.189,5.19,6,1,7,18,155.7,248.3,48.0,0
DC-04,SKU-005,reefer,80,0,80,35.6,0.797,28.37,1.182,14,2.82,2.82,1,0,15,12,56.74,23.26,48.0,0
DC-01,SKU-006,antibiotic,66,69,135,46.82,1.318,61.71,2.5712,30,2.188,2.19,6,1,4,12,123.42,11.58,40.84,1
DC-01,SKU-015,cardiac,61,0,61,28.53,1.387,39.56,1.6484,19,1.542,1.54,5,1,3,6,79.12,-18.12,25.48,1
DC-02,SKU-001,cardiac,174,6,180,76.4,1.275,97.43,4.0594,48,1.848,1.85,1,0,7,36,194.85,-14.85,32.52,0
DC-03,SKU-010,reefer,68,0,68,94.94,1.131,107.37,4.4739,53,0.633,0.63,3,0,15,24,214.75,-146.75,3.35,1
DC-01,SKU-014,antibiotic,510,0,510,119.95,1.293,155.03,6.4597,77,3.29,3.29,4,0,20,6,310.07,199.93,48.0,0
DC-03,SKU-004,reefer,158,8,166,81.39,1.021,83.14,3.4643,41,1.997,2.0,3,0,0,36,166.29,-0.29,36.08,1
DC-01,SKU-012,antiviral,9,1,10,5.92,1.004,5.95,0.2478,2,1.682,1.68,5,1,11,18,11.89,-1.89,32.29,1
DC-03,SKU-011,cardiac,208,0,208,69.51,1.186,82.46,3.436,41,2.522,2.52,1,0,20,24,164.93,43.07,48.0,0
