dc_id,sku_id,category,urgency_score,shortage_probability,hours_until_shortage,requested_quantity,effective_stock,projected_48h_sales,safety_stock
DC-03,SKU-004,reefer,32.5,0.9782429,32.38316,195,149,161.94240000000002,40
DC-02,SKU-012,antiviral,32.5,0.97452104,32.395054,267,164,178.07999999999998,44
DC-04,SKU-002,reefer,32.5,0.8668738,32.38131,202,159,172.06560000000002,43
DC-04,SKU-011,cardiac,32.4,0.9985555,32.442528,339,296,321.624,80
DC-05,SKU-013,reefer,32.4,0.9908494,32.4709,131,91,99.13919999999999,24
DC-03,SKU-015,cardiac,32.4,0.9895543,32.440697,69,54,59.0304,14
DC-05,SKU-002,reefer,32.3,0.997417,32.506466,323,249,268.3776,67
DC-04,SKU-009,antiviral,32.3,0.9957767,32.500465,293,219,235.7616,58
DC-02,SKU-009,antiviral,32.3,0.9840078,32.47783,44,36,38.9136,9
DC-04,SKU-012,antiviral,32.3,0.9810867,32.489628,284,232,249.6192,62
DC-04,SKU-003,antiviral,32.2,0.98248637,32.560577,159,79,85.584,21
DC-05,SKU-010,reefer,32.1,0.9914424,32.576607,76,60,65.448,16
DC-02,SKU-002,reefer,32.1,0.962704,32.575058,184,163,175.82399999999998,43
DC-05,SKU-005,reefer,32.0,0.9782613,32.6533,98,75,80.85600000000001,20
DC-05,SKU-008,antiviral,31.9,0.9932908,32.670345,26,17,19.0368,4
DC-05,SKU-005,reefer,31.9,0.9922995,32.69848,13,12,13.200000000000001,3
DC-01,SKU-003,antiviral,31.8,0.9055536,32.714283,145,73,78.9888,19
DC-05,SKU-011,cardiac,31.7,0.9953387,32.790165,284,226,242.952,60
DC-01,SKU-007,antiviral,31.7,0.99506855,32.803608,318,255,272.8032,68
DC-04,SKU-014,antibiotic,31.7,0.99012566,32.792625,217,192,206.3808,51
DC-04,SKU-015,cardiac,31.6,0.95523006,32.82649,278,193,207.3456,51
DC-02,SKU-005,reefer,31.5,0.99154,32.877754,270,210,224.8224,56
DC-02,SKU-003,antiviral,31.5,0.99055207,32.872437,234,218,233.5632,58
DC-04,SKU-014,antibiotic,31.5,0.9896388,32.892002,221,195,208.6464,52
DC-02,SKU-010,reefer,31.5,0.9675559,32.860775,284,268,287.6112,71
DC-01,SKU-011,cardiac,31.5,0.94485533,32.894585,328,308,329.54879999999997,82
DC-03,SKU-012,antiviral,31.4,0.9835122,32.919518,170,141,150.99360000000001,37
DC-04,SKU-010,reefer,31.2,0.98994106,33.008736,274,141,151.0512,37
DC-05,SKU-009,antiviral,31.2,0.98280644,33.0073,82,64,68.616,17
DC-03,SKU-007,antiviral,31.1,0.9954194,33.0583,25,17,18.792,4
DC-02,SKU-008,antiviral,31.0,0.979928,33.10439,284,199,212.0832,53
DC-02,SKU-001,cardiac,31.0,0.9659917,33.101482,202,184,196.2384,49
DC-04,SKU-008,antiviral,31.0,0.94764805,33.136127,170,144,153.9696,38
DC-02,SKU-009,antiviral,31.0,0.9199968,33.108547,200,169,180.3984,45
DC-03,SKU-002,reefer,30.8,0.97639674,33.22957,313,242,257.9664,64
DC-03,SKU-005,reefer,30.7,0.9973137,33.245186,257,241,255.7536,63
DC-02,SKU-001,cardiac,30.7,0.9915274,33.272274,190,152,161.424,40
DC-02,SKU-001,cardiac,30.6,0.9916996,33.315475,210,119,126.66239999999999,31
DC-03,SKU-005,reefer,30.6,0.9805103,33.29937,238,162,171.94559999999998,42
DC-05,SKU-015,cardiac,30.5,0.99493164,33.34481,80,76,80.7312,20
DC-01,SKU-015,cardiac,30.5,0.99001396,33.383987,324,286,302.67359999999996,75
DC-03,SKU-011,cardiac,30.5,0.9844393,33.37576,286,240,254.04000000000002,63
DC-02,SKU-012,antiviral,30.5,0.9824984,33.358448,77,63,67.4688,16
DC-03,SKU-010,reefer,30.5,0.9808121,33.373383,243,232,246.12959999999998,61
DC-05,SKU-010,reefer,30.3,0.9978131,33.450302,281,235,248.94240000000002,62
DC-05,SKU-013,reefer,30.2,0.9812386,33.489464,123,111,117.3888,29
DC-03,SKU-007,antiviral,30.2,0.97842366,33.499897,164,103,108.9744,27
DC-02,SKU-012,antiviral,30.1,0.99366945,33.569473,68,58,61.790400000000005,15
DC-01,SKU-010,reefer,30.1,0.98834527,33.54654,83,50,52.992000000000004,13
DC-05,SKU-009,antiviral,29.9,0.9746397,33.645897,227,200,210.9744,52
DC-01,SKU-010,reefer,29.8,0.9942577,33.682777,299,253,266.688,66
DC-03,SKU-006,antibiotic,29.8,0.9787427,33.701767,252,124,130.2,32
DC-02,SKU-001,cardiac,29.7,0.9744855,33.72755,182,100,105.5664,26
DC-05,SKU-008,antiviral,29.7,0.9737747,33.734303,139,126,132.3696,33
DC-05,SKU-008,antiviral,29.7,0.967061,33.740997,218,176,184.6128,46
DC-02,SKU-006,antibiotic,29.6,0.9940491,33.80252,51,48,51.105599999999995,12
DC-05,SKU-011,cardiac,29.6,0.9917122,33.814426,186,97,102.10079999999999,25
DC-03,SKU-006,antibiotic,29.6,0.98746055,33.769173,240,148,156.0624,39
DC-03,SKU-004,reefer,29.6,0.9788886,33.805492,84,50,53.135999999999996,13
DC-02,SKU-015,cardiac,29.6,0.9764811,33.79705,134,117,123.6096,30
DC-01,SKU-006,antibiotic,29.5,0.9799098,33.82799,85,70,73.8336,18
DC-01,SKU-004,reefer,29.4,0.99218667,33.887844,64,43,45.3504,11
DC-04,SKU-007,antiviral,29.4,0.9884979,33.879284,42,35,36.873599999999996,9
DC-01,SKU-015,cardiac,29.3,0.9963362,33.959805,28,28,29.4096,7
DC-02,SKU-011,cardiac,29.3,0.98860675,33.938618,283,235,245.76479999999998,61
DC-04,SKU-006,antibiotic,29.3,0.9827016,33.913597,237,175,183.5088,45
DC-01,SKU-014,antibiotic,29.2,0.988938,33.99904,97,73,76.512,19
DC-01,SKU-012,antiviral,29.2,0.9583025,34.001976,94,88,91.9872,22
DC-02,SKU-010,reefer,29.0,0.99148893,34.09958,50,28,29.9184,7
DC-01,SKU-014,antibiotic,28.9,0.98817384,34.126507,96,90,94.0656,23
DC-02,SKU-014,antibiotic,28.9,0.981016,34.135563,164,139,145.1184,36
DC-05,SKU-011,cardiac,28.9,0.97446775,34.13835,144,121,126.39840000000001,31
DC-05,SKU-013,reefer,28.8,0.99951375,34.197792,294,270,280.8624,70
DC-03,SKU-007,antiviral,28.8,0.99807405,34.190495,32,31,32.3712,8
DC-01,SKU-002,reefer,28.8,0.99399734,34.160194,62,40,42.1344,10
DC-05,SKU-001,cardiac,28.7,0.9882648,34.218616,67,49,51.504,12
DC-02,SKU-010,reefer,28.6,0.9897029,34.27403,243,153,159.432,39
DC-03,SKU-005,reefer,28.6,0.9820617,34.256725,69,40,42.0048,10
DC-05,SKU-002,reefer,28.6,0.98001695,34.262936,141,122,127.3728,31
DC-04,SKU-014,antibiotic,28.5,0.964468,34.318768,176,122,127.2432,31
DC-02,SKU-010,reefer,28.4,0.9908976,34.353348,42,30,31.4112,7
DC-02,SKU-015,cardiac,28.3,0.9861761,34.43159,300,261,270.9936,67
DC-01,SKU-014,antibiotic,28.1,0.99460524,34.52234,313,273,282.3072,70
DC-04,SKU-008,antiviral,28.1,0.917904,34.526825,238,174,180.7296,45
DC-04,SKU-014,antibiotic,28.0,0.9898581,34.5534,232,148,153.0192,38
DC-04,SKU-005,reefer,28.0,0.98467535,34.540134,197,190,196.2864,49
DC-04,SKU-012,antiviral,28.0,0.8755413,34.537693,124,73,76.2384,19
DC-01,SKU-011,cardiac,27.9,0.99491864,34.590553,140,140,144.4176,36
DC-05,SKU-014,antibiotic,27.9,0.9892056,34.59469,47,30,31.857599999999998,7
DC-04,SKU-005,reefer,27.8,0.97841656,34.651546,155,105,108.2832,27
DC-05,SKU-002,reefer,27.7,0.99747807,34.70514,32,32,33.3504,8
DC-03,SKU-013,reefer,27.7,0.9967506,34.720154,66,46,48.014399999999995,12
DC-05,SKU-008,antiviral,27.7,0.9845548,34.70373,89,70,72.2208,18
DC-02,SKU-011,cardiac,27.6,0.99004185,34.741577,113,87,89.8272,22
DC-04,SKU-005,reefer,27.5,0.99268687,34.80626,43,24,24.897600000000004,6
DC-01,SKU-009,antiviral,27.4,0.9903654,34.85367,31,28,28.785600000000002,7
DC-02,SKU-007,antiviral,27.4,0.98931307,34.848507,269,154,158.61599999999999,39
DC-05,SKU-006,antibiotic,27.3,0.9936825,34.881752,46,41,42.5376,10
DC-03,SKU-009,antiviral,27.3,0.9918943,34.87691,263,266,272.3616,68
DC-05,SKU-006,antibiotic,27.3,0.98591423,34.87856,252,229,235.392,58
DC-02,SKU-011,cardiac,27.3,0.97840524,34.886387,276,163,167.0688,41
DC-03,SKU-003,antiviral,27.3,0.9682567,34.919632,185,168,172.15679999999998,43
DC-05,SKU-013,reefer,27.2,0.9934274,34.925507,36,37,38.4672,9
DC-01,SKU-006,antibiotic,27.2,0.9811049,34.945198,261,194,199.2432,49
DC-04,SKU-003,antiviral,27.2,0.97938263,34.93977,57,32,33.0096,8
DC-01,SKU-012,antiviral,27.1,0.98102635,34.9863,185,183,187.4928,46
DC-03,SKU-014,antibiotic,27.1,0.97651166,35.01376,121,105,107.4864,26
DC-03,SKU-013,reefer,27.0,0.9949856,35.032085,48,33,34.2816,8
DC-02,SKU-005,reefer,27.0,0.9917829,35.040577,90,69,71.1168,17
DC-01,SKU-010,reefer,26.9,0.99627507,35.103,105,81,83.0544,20
DC-03,SKU-013,reefer,26.9,0.9938421,35.09276,28,21,21.8592,5
DC-01,SKU-008,antiviral,26.9,0.98854864,35.088272,189,193,197.1408,49
DC-04,SKU-015,cardiac,26.9,0.98347837,35.110203,221,205,209.5968,52
DC-01,SKU-005,reefer,26.9,0.96473897,35.0708,84,80,82.21440000000001,20
DC-02,SKU-004,reefer,26.8,0.99830014,35.114956,242,236,240.92159999999998,60
DC-02,SKU-014,antibiotic,26.8,0.98991525,35.1384,235,159,162.4608,40
DC-01,SKU-003,antiviral,26.8,0.98529506,35.14173,47,46,47.7072,11
DC-02,SKU-002,reefer,26.8,0.942745,35.1336,174,176,179.5728,44
DC-01,SKU-001,cardiac,26.7,0.9953955,35.17546,225,156,159.4992,39
DC-01,SKU-005,reefer,26.7,0.9904247,35.20105,26,21,21.830399999999997,5
DC-03,SKU-003,antiviral,26.7,0.9895467,35.1826,35,34,35.3712,8
DC-04,SKU-007,antiviral,26.7,0.9853845,35.168568,155,109,111.65279999999998,27
DC-01,SKU-002,reefer,26.7,0.970038,35.199154,31,28,28.6608,7
DC-02,SKU-014,antibiotic,26.7,0.95575356,35.167618,180,172,175.8384,43
DC-01,SKU-007,antiviral,26.7,0.8632877,35.18479,259,159,162.2208,40
DC-04,SKU-015,cardiac,26.6,0.99626607,35.23384,74,51,52.22880000000001,13
DC-03,SKU-002,reefer,26.6,0.9958383,35.23041,84,64,65.47200000000001,16
DC-04,SKU-012,antiviral,26.6,0.9894225,35.244766,225,208,212.04000000000002,53
DC-04,SKU-009,antiviral,26.6,0.98729855,35.213272,138,113,115.85759999999999,28
DC-02,SKU-013,reefer,26.5,0.99145836,35.258602,98,102,104.1936,26
DC-03,SKU-009,antiviral,26.5,0.98100054,35.288773,202,185,188.17919999999998,47
DC-04,SKU-013,reefer,26.4,0.99491173,35.338223,100,77,78.7488,19
DC-03,SKU-005,reefer,26.4,0.98779315,35.323498,252,223,227.09279999999998,56
DC-05,SKU-005,reefer,26.4,0.9841816,35.310917,302,261,265.40160000000003,66
DC-02,SKU-012,antiviral,26.4,0.9811739,35.318584,37,21,21.7104,5
DC-05,SKU-005,reefer,26.3,0.96755254,35.387245,155,133,137.29919999999998,34
DC-05,SKU-007,antiviral,26.3,0.9498455,35.392986,173,180,183.30720000000002,45
DC-03,SKU-003,antiviral,26.3,0.9099959,35.382046,167,177,179.5344,44
DC-01,SKU-015,cardiac,26.2,0.9951722,35.434765,271,275,278.856,69
DC-02,SKU-008,antiviral,26.1,0.99568486,35.4591,133,127,128.7696,32
DC-02,SKU-005,reefer,26.1,0.99209493,35.460514,209,149,151.488,37
DC-01,SKU-009,antiviral,26.1,0.9920121,35.4939,140,137,138.7392,34
DC-04,SKU-002,reefer,26.1,0.9686909,35.48307,134,120,121.72319999999999,30
DC-03,SKU-002,reefer,26.0,0.99481285,35.543674,287,194,203.0256,50
DC-03,SKU-001,cardiac,26.0,0.9919344,35.508728,86,68,68.9472,17
DC-02,SKU-012,antiviral,25.9,0.99706477,35.557953,113,111,112.31039999999999,28
DC-04,SKU-014,antibiotic,25.9,0.9849745,35.587353,115,93,94.3056,23
DC-01,SKU-002,reefer,25.9,0.9813912,35.5557,96,102,103.9872,25
DC-04,SKU-001,cardiac,25.9,0.9766824,35.566338,12,10,10.8,2
DC-02,SKU-012,antiviral,25.8,0.9990188,35.63001,294,271,273.39840000000004,68
DC-04,SKU-010,reefer,25.8,0.98427504,35.62208,297,304,307.2912,76
DC-02,SKU-006,antibiotic,25.7,0.9954587,35.686546,282,248,250.2048,62
DC-04,SKU-013,reefer,25.7,0.9891165,35.65245,206,171,172.3056,43
DC-05,SKU-002,reefer,25.7,0.9716043,35.663414,107,96,97.03200000000001,24
DC-05,SKU-003,antiviral,25.6,0.9957932,35.712734,116,117,117.99360000000001,29
DC-04,SKU-008,antiviral,25.6,0.99309593,35.70799,180,150,151.8336,37
DC-03,SKU-010,reefer,25.6,0.98374987,35.709305,138,143,144.2832,36
DC-04,SKU-003,antiviral,25.5,0.98934364,35.75827,312,323,325.1136,81
DC-01,SKU-005,reefer,25.5,0.98136926,35.737,177,134,135.5952,33
DC-04,SKU-002,reefer,25.5,0.97614527,35.748333,125,135,136.0224,34
DC-02,SKU-013,reefer,25.4,0.98867375,35.808197,308,330,331.8672,82
DC-05,SKU-008,antiviral,25.4,0.97806996,35.82547,322,332,333.5904,83
DC-04,SKU-008,antiviral,25.3,0.99889153,35.864014,287,302,303.57599999999996,75
DC-05,SKU-006,antibiotic,25.3,0.9174764,35.848495,158,161,162.1344,40
DC-03,SKU-014,antibiotic,25.3,0.7386307,35.84237,267,174,175.1376,43
DC-01,SKU-002,reefer,25.2,0.97902054,35.925884,144,140,140.8752,35
DC-03,SKU-014,antibiotic,25.2,0.97347397,35.915215,118,84,84.4656,21
DC-01,SKU-005,reefer,25.2,0.96571857,35.90463,165,150,150.6816,37
DC-02,SKU-011,cardiac,25.1,0.9882267,35.93845,41,33,33.513600000000004,8
DC-02,SKU-009,antiviral,25.1,0.98433256,35.975224,243,228,228.7776,57
DC-05,SKU-008,antiviral,25.0,0.99777514,35.998272,216,220,220.296,55
DC-04,SKU-012,antiviral,25.0,0.98346806,36.015003,291,220,220.68,55
DC-04,SKU-003,antiviral,25.0,0.9556988,36.012665,204,199,199.056,49
DC-04,SKU-006,antibiotic,25.0,0.94257593,35.994633,83,58,58.6752,14
DC-01,SKU-012,antiviral,25.0,0.935621,36.012512,11,9,9.3888,2
DC-04,SKU-015,cardiac,24.9,0.9824195,36.06995,131,141,141.29760000000002,35
DC-02,SKU-002,reefer,24.9,0.9782904,36.05076,252,160,160.104,40
DC-03,SKU-003,antiviral,24.9,0.94817835,36.06686,168,170,170.13600000000002,42
DC-03,SKU-004,reefer,24.8,0.9963407,36.104,242,215,214.47840000000002,53
DC-04,SKU-008,antiviral,24.8,0.99389076,36.073055,150,154,154.3296,38
DC-03,SKU-004,reefer,24.8,0.98274857,36.076397,204,166,166.28640000000001,41
DC-02,SKU-015,cardiac,24.7,0.9972479,36.147224,125,127,127.344,31
DC-02,SKU-012,antiviral,24.7,0.99420047,36.137646,43,42,42.3936,10
DC-02,SKU-014,antibiotic,24.7,0.98154575,36.138668,254,251,250.464,62
DC-03,SKU-013,reefer,24.6,0.992785,36.190598,68,72,72.024,18
DC-03,SKU-003,antiviral,24.6,0.98554903,36.19586,207,223,222.288,55
DC-04,SKU-009,antiviral,24.6,0.9825782,36.207573,62,56,56.275200000000005,14
DC-03,SKU-011,cardiac,24.5,0.9927443,36.257477,247,244,243.3264,60
DC-03,SKU-014,antibiotic,24.5,0.94872206,36.24073,220,205,204.33599999999998,51
DC-05,SKU-003,antiviral,24.4,0.9958534,36.27032,94,67,66.8688,16
DC-01,SKU-007,antiviral,24.3,0.9875031,36.356037,268,211,210.05759999999998,52
DC-03,SKU-009,antiviral,24.3,0.9646239,36.338123,15,9,9.249600000000001,2
DC-05,SKU-008,antiviral,24.2,0.99756217,36.38843,288,269,267.70079999999996,66
DC-01,SKU-014,antibiotic,24.2,0.94537634,36.39694,155,123,122.6208,30
DC-04,SKU-003,antiviral,24.1,0.99855787,36.435368,286,282,280.4928,70
DC-04,SKU-014,antibiotic,24.1,0.9909937,36.415825,227,155,154.34879999999998,38
DC-02,SKU-006,antibiotic,24.1,0.9868549,36.4272,144,141,140.05440000000002,35
DC-05,SKU-001,cardiac,24.1,0.97255343,36.44946,195,160,159.2304,39
DC-03,SKU-012,antiviral,24.1,0.96287674,36.411423,190,174,173.1024,43
DC-05,SKU-004,reefer,24.0,0.9906562,36.48794,235,251,248.8128,62
DC-03,SKU-014,antibiotic,23.9,0.9356849,36.50924,127,114,113.27520000000001,28
DC-01,SKU-014,antibiotic,23.9,0.92618483,36.518143,158,122,121.45920000000001,30
DC-02,SKU-009,antiviral,23.8,0.994443,36.561047,301,322,318.8592,79
DC-01,SKU-013,reefer,23.8,0.9928965,36.578518,179,156,154.82399999999998,38
DC-04,SKU-001,cardiac,23.8,0.9902964,36.556286,201,190,188.0736,47
DC-01,SKU-013,reefer,23.8,0.9900322,36.596386,132,145,143.8752,35
DC-01,SKU-004,reefer,23.7,0.99617046,36.638203,136,149,147.8064,36
DC-02,SKU-010,reefer,23.7,0.98890114,36.619484,234,234,231.8784,57
DC-04,SKU-004,reefer,23.6,0.9907019,36.694454,65,41,40.6368,10
DC-01,SKU-010,reefer,23.6,0.983566,36.660694,180,145,143.7792,35
DC-05,SKU-003,antiviral,23.6,0.98338735,36.67463,138,154,152.232,38
DC-02,SKU-014,antibiotic,23.5,0.9966383,36.71791,119,99,98.06400000000001,24
DC-01,SKU-001,cardiac,23.5,0.99376535,36.73033,11,11,11.7552,2
DC-02,SKU-015,cardiac,23.5,0.98831916,36.726585,199,213,210.3168,52
DC-02,SKU-012,antiviral,23.5,0.95681757,36.72563,179,176,173.3184,43
DC-01,SKU-001,cardiac,23.4,0.99568886,36.761086,75,43,43.046400000000006,10
DC-03,SKU-012,antiviral,23.4,0.9927785,36.74827,175,167,164.5344,41
DC-01,SKU-007,antiviral,23.4,0.9883194,36.758366,132,126,124.17600000000002,31
DC-04,SKU-008,antiviral,23.4,0.9716707,36.767986,318,347,341.93760000000003,85
DC-04,SKU-003,antiviral,23.3,0.99650735,36.804832,129,141,139.0464,34
DC-02,SKU-009,antiviral,23.3,0.99604577,36.817356,148,156,153.6048,38
DC-01,SKU-004,reefer,23.2,0.9961183,36.862606,233,144,141.89280000000002,35
DC-03,SKU-002,reefer,23.2,0.99345464,36.8565,11,8,8.1648,2
DC-05,SKU-005,reefer,23.2,0.96250045,36.872932,57,56,55.464,13
DC-05,SKU-012,antiviral,23.1,0.9965295,36.922066,211,132,130.0896,32
DC-03,SKU-005,reefer,23.1,0.9896589,36.918064,11,7,7.7951999999999995,1
DC-04,SKU-015,cardiac,23.1,0.9852293,36.895626,90,96,94.6608,23
DC-03,SKU-013,reefer,23.1,0.98215425,36.901413,110,102,100.4112,25
DC-01,SKU-013,reefer,23.0,0.9988142,36.98188,296,309,303.696,75
DC-02,SKU-001,cardiac,23.0,0.99494946,36.941628,155,159,156.168,39
DC-02,SKU-005,reefer,23.0,0.9416013,36.980553,133,115,113.20320000000001,28
DC-02,SKU-011,cardiac,22.9,0.99646854,37.001106,88,94,92.304,23
DC-02,SKU-003,antiviral,22.9,0.99518126,37.025425,233,182,178.8624,44
DC-03,SKU-008,antiviral,22.9,0.98670816,36.996174,210,189,185.5872,46
DC-03,SKU-005,reefer,22.9,0.9767745,37.010273,172,194,190.7856,47
DC-02,SKU-010,reefer,22.8,0.99642414,37.051655,267,303,296.66880000000003,74
DC-04,SKU-004,reefer,22.8,0.9780743,37.052696,118,121,119.03999999999999,29
DC-03,SKU-008,antiviral,22.8,0.9431629,37.050587,152,163,159.888,39
DC-01,SKU-006,antibiotic,22.7,0.997366,37.11221,179,141,138.01440000000002,34
DC-02,SKU-010,reefer,22.7,0.98491365,37.096733,136,80,78.8064,19
DC-04,SKU-012,antiviral,22.6,0.99634594,37.14188,76,60,59.4096,14
DC-01,SKU-011,cardiac,22.6,0.99056435,37.1755,12,14,14.068800000000001,3
DC-04,SKU-013,reefer,22.5,0.99700886,37.222378,115,105,103.08,25
DC-04,SKU-015,cardiac,22.5,0.99360305,37.191612,86,87,85.4064,21
DC-01,SKU-011,cardiac,22.5,0.99122757,37.21231,89,93,91.4256,22
DC-04,SKU-012,antiviral,22.5,0.98703814,37.17639,36,39,38.7456,9
DC-01,SKU-015,cardiac,22.4,0.99877673,37.243645,281,292,285.1488,71
DC-01,SKU-007,antiviral,22.4,0.996865,37.2515,250,276,269.4816,67
DC-01,SKU-014,antibiotic,22.4,0.98252606,37.26645,244,278,271.0896,67
DC-04,SKU-004,reefer,22.3,0.9969682,37.29196,215,239,233.04000000000002,58
DC-02,SKU-012,antiviral,22.3,0.9870863,37.314884,142,88,86.136,21
DC-02,SKU-010,reefer,22.3,0.98685944,37.272346,117,113,110.6736,27
DC-03,SKU-008,antiviral,22.2,0.9962753,37.34832,162,102,99.9984,24
DC-02,SKU-015,cardiac,22.2,0.9910942,37.351665,187,196,191.0976,47
DC-02,SKU-005,reefer,22.0,0.9944031,37.428112,39,41,40.2432,10
DC-03,SKU-001,cardiac,21.9,0.9868744,37.500626,205,198,192.16320000000002,48
DC-03,SKU-013,reefer,21.9,0.97461885,37.505203,184,204,198.1968,49
DC-05,SKU-010,reefer,21.8,0.999126,37.53981,252,267,259.69440000000003,64
DC-02,SKU-014,antibiotic,21.8,0.9920919,37.533333,130,101,98.53920000000001,24
DC-04,SKU-002,reefer,21.8,0.9832775,37.531425,281,205,199.512,49
DC-02,SKU-004,reefer,21.8,0.9497069,37.55612,150,145,140.71200000000002,35
DC-04,SKU-010,reefer,21.7,0.99619246,37.577053,145,165,160.0608,40
DC-02,SKU-013,reefer,21.6,0.9908642,37.65247,84,56,54.6336,13
DC-02,SKU-003,antiviral,21.6,0.9860844,37.64098,146,129,125.232,31
DC-03,SKU-003,antiviral,21.5,0.998713,37.678627,26,29,28.099200000000003,7
DC-02,SKU-009,antiviral,21.5,0.99545246,37.699047,137,127,123.3648,30
DC-03,SKU-013,reefer,21.5,0.9897314,37.691917,150,144,139.9296,34
DC-02,SKU-010,reefer,21.4,0.9612783,37.742577,45,42,40.833600000000004,10
DC-02,SKU-003,antiviral,21.3,0.9985049,37.79148,251,279,269.7888,67
DC-02,SKU-008,antiviral,21.3,0.99675167,37.775745,306,347,335.0448,83
DC-05,SKU-007,antiviral,21.3,0.9961979,37.75654,42,37,35.985600000000005,8
DC-05,SKU-001,cardiac,21.3,0.99608266,37.767292,120,97,94.0368,23
DC-02,SKU-013,reefer,21.3,0.99551636,37.783176,302,347,335.4816,83
DC-04,SKU-008,antiviral,21.3,0.9939103,37.755234,215,208,200.4912,50
DC-02,SKU-010,reefer,21.3,0.9641185,37.79722,147,156,151.0992,37
DC-04,SKU-008,antiviral,21.2,0.9900024,37.812283,240,160,154.5888,38
DC-05,SKU-011,cardiac,21.2,0.97839147,37.828495,80,92,88.8864,22
DC-02,SKU-010,reefer,21.1,0.99798906,37.874973,179,131,126.6576,31
DC-01,SKU-010,reefer,21.1,0.9978563,37.85244,94,99,95.9952,23
DC-05,SKU-008,antiviral,21.1,0.99710447,37.8506,273,243,234.288,58
DC-03,SKU-010,reefer,21.1,0.99171025,37.857403,179,207,199.9056,49
DC-04,SKU-002,reefer,21.1,0.98777777,37.86304,260,213,205.4112,51
DC-05,SKU-009,antiviral,21.1,0.9801425,37.8761,92,108,104.6352,26
DC-03,SKU-002,reefer,21.1,0.9791439,37.87162,17,15,15.192,3
DC-03,SKU-006,antibiotic,21.0,0.9927959,37.939533,171,190,183.11520000000002,45
DC-01,SKU-015,cardiac,20.9,0.99806386,37.957256,63,68,65.544,16
DC-03,SKU-003,antiviral,20.9,0.9480131,37.945827,243,246,236.7552,59
DC-05,SKU-002,reefer,20.8,0.9769629,38.00579,58,56,54.2496,13
DC-05,SKU-010,reefer,20.7,0.9878977,38.0702,41,38,36.599999999999994,9
DC-04,SKU-006,antibiotic,20.5,0.98308265,38.15002,116,107,102.9696,25
DC-05,SKU-014,antibiotic,20.4,0.99137574,38.229282,16,14,13.8144,3
DC-05,SKU-005,reefer,20.3,0.9985642,38.262405,247,270,258.32640000000004,64
DC-02,SKU-005,reefer,20.3,0.9976489,38.239365,174,155,148.42079999999999,37
DC-05,SKU-015,cardiac,20.2,0.9975598,38.32192,248,241,231.30240000000003,57
DC-05,SKU-003,antiviral,20.2,0.9970426,38.327507,31,36,35.044799999999995,8
DC-02,SKU-003,antiviral,20.2,0.98833036,38.32674,87,97,92.8224,23
DC-02,SKU-015,cardiac,20.1,0.9886324,38.360325,136,124,119.0352,29
DC-01,SKU-013,reefer,19.9,0.9979906,38.470352,37,28,27.446399999999997,6
DC-03,SKU-014,antibiotic,19.9,0.99155337,38.424046,107,108,103.488,25
DC-05,SKU-007,antiviral,19.8,0.99713445,38.499683,69,78,74.8896,18
DC-02,SKU-012,antiviral,19.8,0.9886,38.509987,241,270,257.136,64
DC-01,SKU-013,reefer,19.8,0.98664075,38.479908,28,23,22.4448,5
DC-03,SKU-015,cardiac,19.8,0.98542863,38.47271,39,39,37.4352,9
DC-04,SKU-014,antibiotic,19.8,0.9560442,38.494583,134,101,96.768,24
DC-05,SKU-015,cardiac,19.7,0.9932603,38.535,114,117,111.90719999999999,27
DC-03,SKU-010,reefer,19.7,0.98143595,38.548367,86,80,76.7328,19
DC-01,SKU-001,cardiac,19.7,0.9800172,38.56576,211,253,240.8256,60
DC-04,SKU-015,cardiac,19.6,0.99550843,38.58876,240,246,233.8752,58
DC-02,SKU-007,antiviral,19.6,0.9943929,38.57998,211,153,145.7952,36
DC-01,SKU-012,antiviral,19.6,0.9867163,38.58694,29,28,27.369600000000002,6
DC-04,SKU-014,antibiotic,19.5,0.9861655,38.63423,138,141,134.17919999999998,33
DC-04,SKU-003,antiviral,19.4,0.9894225,38.700092,253,221,209.64480000000003,52
DC-03,SKU-007,antiviral,19.4,0.980513,38.666008,264,189,179.8608,44
DC-01,SKU-010,reefer,19.4,0.9745457,38.678387,177,180,171.30720000000002,42
DC-03,SKU-009,antiviral,19.2,0.9951089,38.76252,277,307,290.832,72
DC-05,SKU-006,antibiotic,19.2,0.9950111,38.770412,187,188,178.55040000000002,44
DC-03,SKU-003,antiviral,19.0,0.996965,38.891823,78,88,83.7168,20
DC-02,SKU-005,reefer,19.0,0.9969584,38.89309,91,88,83.97120000000001,20
DC-01,SKU-010,reefer,19.0,0.9965191,38.89599,87,69,65.5344,16
DC-04,SKU-008,antiviral,19.0,0.9938929,38.878662,132,100,94.9392,23
DC-02,SKU-004,reefer,18.9,0.9978987,38.94825,247,236,223.4832,55
DC-03,SKU-009,antiviral,18.9,0.99591404,38.90936,217,257,243.15359999999998,60
DC-04,SKU-001,cardiac,18.9,0.98779196,38.933254,12,14,13.5456,3
DC-04,SKU-001,cardiac,18.9,0.9855655,38.951492,21,23,22.1856,5
DC-04,SKU-005,reefer,18.8,0.99428517,38.98946,260,319,300.25919999999996,75
DC-02,SKU-014,antibiotic,18.7,0.99456763,39.035885,59,58,55.3104,13
DC-05,SKU-012,antiviral,18.7,0.9854343,39.017952,157,179,168.48,42
DC-01,SKU-003,antiviral,18.6,0.998616,39.056274,273,291,273.9072,68
